Judul,Gambar,Bahan,Langkah
"Mayonnaise Homemade (Eat Clean, Bumil Friendly)",https://img-global.cpcdn.com/recipes/6d4ac0510da39583/240x340cq50/mayonnaise-homemade-eat-clean-bumil-friendly-foto-resep-utama.webp,3 butir telur + 1 sdt garam + secukupnya air; 60 ml minyak (best: virgin olive oil/vco); 2 sdm air; 1 sdt cuka (me: 1 sdm air lemon); 1/4 sdt garam; 1/4 sdt merica bubuk,"1 Masukkan telur, 1 sdt garam, dan secukupnya air ke dalam panci. Didihkan, kecilkan api, biarkan mendidih selama 10 menit. [Gambar: https://img-global.cpcdn.com/steps/2f7e54021ecb4f12/160x128cq70/mayonnaise-homemade-eat-clean-bumil-friendly-langkah-memasak-1-foto.jpg] | 2 Kupas telur, lalu masukkan ke dalam blender. Tambahkan sisa bahan lainnya. [Gambar: https://img-global.cpcdn.com/steps/e2d6e9e1d613b9e5/160x128cq70/mayonnaise-homemade-eat-clean-bumil-friendly-langkah-memasak-2-foto.jpg] | 3 Lumatkan semua bahan sampai tercampur rata. (Di step ini saya menambah sedikit air lagi karena blender saya gak mau muter. 😅) [Gambar: https://img-global.cpcdn.com/steps/1deb76edfa7afe8f/160x128cq70/mayonnaise-homemade-eat-clean-bumil-friendly-langkah-memasak-3-foto.jpg] | 4 Tes rasa, simpan di dalam wadah kedap udara. Simpan mayones di dalam kulkas dan habiskan segera. NB: better served as it is. [Gambar: https://img-global.cpcdn.com/steps/dd745e8b1fbb8263/160x128cq70/mayonnaise-homemade-eat-clean-bumil-friendly-langkah-memasak-4-foto.jpg]"
Kerak telor jumbo,https://img-global.cpcdn.com/recipes/0ec51b78b419997b/240x340cq50/kerak-telor-jumbo-foto-resep-utama.webp,"150 gr beras ketan rendam semalaman,cuci bersih.tiriskan; 16 sdm air; 200 gr kelapa parut; 1/4 sdt ketumbar bubuk; 2 siung bawang putih,haluskan; secukupnya gula dan garam; 1/2 sdt kunyit bubuk; Sedikit minyak untuk menumis; 3 btr telur; Sedikit lada bubuk; secukupnya kaldu bubuk","1 Panaskan sedikit minyak tumis bawang putih,kunyit bubuk,ketumbar hingga harum masukan kelapa parut aduk rata.tambahkan gula dan garam.masak hingga menjadi serundeng.jangan lupa koreksi rasa.matikan api.sisihkan.siapkan wajan masukan air dan beras lalu masak dengan api sedang cenderung kecil selama 6menit atau sampai kering/matang sambil ditutup [Gambar: https://img-global.cpcdn.com/steps/a65bacd4261701d3/160x128cq70/kerak-telor-jumbo-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/043ff9a8d0727a5e/160x128cq70/kerak-telor-jumbo-langkah-memasak-1-foto.jpg] | 2 Siapkan wadah masukan 3btr telur,2sdm serundeng,kaldu bubuk dan lada bubuk kocok hingga rata.tuang diatas beras yabg diwajan kemudian tutup gunakan api kecil.masak hiingga telur matang [Gambar: https://img-global.cpcdn.com/steps/2d915c4a47e12eac/160x128cq70/kerak-telor-jumbo-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/e041eb62cd4f807d/160x128cq70/kerak-telor-jumbo-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/25b317f3517c4de7/160x128cq70/kerak-telor-jumbo-langkah-memasak-2-foto.jpg] | 3 Setelah matang balikan wajan sampai masak dan seperti di gambar bawah ini.setelah itu balikan [Gambar: https://img-global.cpcdn.com/steps/52a00b06a805565c/160x128cq70/kerak-telor-jumbo-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/403248f6c1f82dfc/160x128cq70/kerak-telor-jumbo-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/b8c62a9d94d8af7b/160x128cq70/kerak-telor-jumbo-langkah-memasak-3-foto.jpg] | 4 Potong dan beri taburan serundeng.sajikan [Gambar: https://img-global.cpcdn.com/steps/5bde7809bbf466c0/160x128cq70/kerak-telor-jumbo-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/265a745d4536cb7c/160x128cq70/kerak-telor-jumbo-langkah-memasak-4-foto.jpg]"
Nasi Uduk (coconut milk rice - Indonesia) for Clare,https://img-global.cpcdn.com/recipes/334badfdcdcaf845/240x340cq50/nasi-uduk-coconut-milk-rice-indonesia-for-clare-foto-resep-utama.webp,"4 cups basmati rice; 400 ml coconut milk (or cream); 200-250 ml water (use it to clean the can); 2 tsp salt; 2 tsp sugar; 2 tsp chicken powder (optional); 2 bay leaves; 2-3 pandan leaves (tie into knot); 2 fresh lemongrass, bruise it (frozen ok, not dried)","1 Rinse the rice 3-4 times and drained. put into the rice cooker inner pot, | 2 Add the coconut milk to the inner pot, gently stir so the rice covered by it, add 225 ml water to coconut can, dip your fore finger to the rice until you touch the rice, gently pour the water to the rice, try 1st 200 ml and gently pour more water, until you reach the finger tip. Check the ratio water by put your palm into the rice until you reach the 1st knuckle. (the image i taken from my other recipe, but the technique remain the same) Nasi putih pulen dengan agar-agar [Gambar: https://img-global.cpcdn.com/steps/3ac9d8c63a3c3d58/160x128cq70/nasi-uduk-coconut-milk-rice-indonesia-for-clare-langkah-memasak-2-foto.jpg] | 3 Add the pandan leaves, bay leaves, lemon grass and the rest of seasoning. cook it in the rice cooker. and that's it! stir it after it cook and let it rest 5 min. try it, if it's right consistency or not | 4 Tips: Basmati is a bit tricky, i like to ensure that the water level is correct, that's why i usually test with finger and palm method. if it's too hard, add more water like around 25-75 ml but not all in once, you don't want the basmati to be soggy. add more water accordingly"
Clean Eating Aini'Cooking #5,https://img-global.cpcdn.com/recipes/c8a5b854fdeec4a2/240x340cq50/clean-eating-ainicooking-5-foto-resep-utama.webp,1 buah wortel kecil potong dadu; 1 buah jagung lalu serut; 1 buah tomat potong jadi 6 bagian; 3 lembar sawi putih potong-potong; 1 buah timun kecil potong sesuai selera; 2 butir telur; 2 buah tahu putih; secukupnya Lada bubuk; Secukupnya kewpie wijen sangrai,"1 Siapkan semua siapkan semua bahan, cuci bersih lalu potong-potong seperti dalam keterangan diatas | 2 Didihkan air lalu rebus wortel 3 menitan, lalu angkat dan tiriskan. | 3 Didihkan air lagi lalu rebus jagung 3 menitan, lalu angkay dan tiriskan. | 4 Potong tomat, sawi putih dan timun lalu plating diatas piring dengan jagung dan wortel. Tambahkan kewpie wijen sangrai secukupnya. | 5 Siapkan mangkuk, hancurkan 2 tahu lalu tambahkan 2 butir telur, kocok lepas. Tambahkan lada bubuk secukupnya. Cabai opsional. | 6 Goreng diwajan anti lengket tanpa minyak. Orak arik saja. Hingga matang. | 7 Sajikan. [Gambar: https://img-global.cpcdn.com/steps/2df5586b0278e3fc/160x128cq70/clean-eating-ainicooking-5-langkah-memasak-7-foto.jpg]"
"Eat clean ""shrimp quinoa and mix veggie""",https://img-global.cpcdn.com/recipes/7902b5d7e3b10325/240x340cq50/eat-clean-shrimp-quinoa-and-mix-veggie-foto-resep-utama.webp,1/2 cup quinoa; 1/2 kg udang kupas kulit; Non salted edamame; Brokoli; Kacang polong; Wortel potong dadu kecil; 1 buah bawang bombay (sesuai selera); 2 buah bawang merah (sesuai selera); 4 buah bawang putih (sesuai selera); Ekstra light olive oil untuk menumis,"1 Rebus quinoa dengan air kurang lebih 3 cup (jgn lupa mencuci quinoa terlebih dahulu) | 2 Setelah air rebusan mendidih dan berkurang, masukkan wortel, lalu tunggu sampai air berkurang banyak dan lalu masukkan brokoli, kacang polong, edamame... Tunggu sambil di aduk sampai air kering. [Gambar: https://img-global.cpcdn.com/steps/ea016a39c9e46bb3/160x128cq70/eat-clean-shrimp-quinoa-and-mix-veggie-langkah-memasak-2-foto.jpg] | 3 Panaskan ELOO, Tumis bawang bombay,bawang putih & bawang merah.. Setelah harum masukkan udang [Gambar: https://img-global.cpcdn.com/steps/5b109ed306bff0ec/160x128cq70/eat-clean-shrimp-quinoa-and-mix-veggie-langkah-memasak-3-foto.jpg] | 4 Tunggu sampai udang mateng lalu masukkan quinoa dan sayuran tadi yg telah masak | 5 Aduk semua hingga rata dan harum... NOTE : karena ini makanan sehat, jadi NO SALT EDDED yaaa....😊 tapi kalo kamu tetap mau pakai garam sebaiknya gunakan garam yang low sodium"
Tomyam campur Modifikasi (Eat Clean Ideas),https://img-global.cpcdn.com/recipes/62ce1620d1578bb0/240x340cq50/tomyam-campur-modifikasi-eat-clean-ideas-foto-resep-utama.webp,2 potong dada ayam fillet; 6 ekor udang kupas bersih; 1 buah brokoli; 2 buah kentang; 3 buah cabe merah besar; 3 siung bawang putih; 1 ruas daun bawang; 2 siung bawang putih; 1 sdt minyak goreng; 1 sdt garam; 1/2 sdt gula; 1/2 sdt lada bubuk; 2 buah tomat merah; 300 ml air; 4 ruas jari tempe potong dadu,"1 Haluskan bumbu: bawang putih, bawang merah dan cabe merah | 2 Rebus kentang hingga setengah matang (kemudian potong dadu) | 3 Potong dadu dada ayam, potong juga brokoli sesuai selera | 4 Panaskan wajan, masukkan minyak dan tumis bumbu halus | 5 Setelah agak wangi, tambahkan gula, garam dan lada | 6 Masukkan potongan dada ayam, oseng perlahan | 7 Tambahkan air setengahnya | 8 Masukkan potongan brokoli, udang, tempe dan kentang | 9 Potong dadu tomat kemudian masukkan kedalam masakan | 10 Aduk perlahan sambil menambahkan sisa air | 11 Koreksi rasa dan kemudian tunggu sampai brokoli dan semua bahan matang | 12 Tomyam campur modifikasi siap dinikmati. Selamat mencoba"
Menu vegan eat clean,https://img-global.cpcdn.com/recipes/971a09869af23904/240x340cq50/menu-vegan-eat-clean-foto-resep-utama.webp,"200 gr kentang; 50 gr wortel; 50 gr brokoli; 50 gr buncis; 1/2 buah bawang bombay; 2 sdm olive oil; air secukupnya (untuk merebus kentang&sayuran); bumbu :; secukupnya merica, garam, oregano","1 Cuci bersih kentang tidak usah dikupas, lalu potong² dan rebus hingga matang. Lalu cuci bersih sayuran (brokoli, wortel, buncis) potong² taburi sedikit garam saat direbus | 2 Setelah kentang matang, grilled di teflon lalu tambahkan olive oil, bawang bombay, garam, merica, kaldu jamur dan oregano, masak hingga cruncy | 3 Kemudian platting, tambahkan sayuran rebus dan bisa ditambahkan orak arik telur / daging grilled sesuai selera, kalo saya pakai tahu 😁"
Clean Grilled Chicken,https://img-global.cpcdn.com/recipes/df75460bb67839bc/240x340cq50/clean-grilled-chicken-foto-resep-utama.webp,2 keping dada ayam; Serbuk lada; Serbuk bawang putih; Serbuk BBQ; Paprika. Iris sesuai selera,"1 Lumuri dada ayam dengan serbuk lada, bawang putih dan BBQ | 2 Diamkan selama minimal 15 menit atau lebih | 3 Panaskan teflon dengan api kecil | 4 Masukkan dada ayam tersebut dan panggang tanpa minyak | 5 Balik permukaan dada ayam dan tutup teflon supaya dada ayam matang | 6 Tekan tekan dada ayam agar dagingnya masak | 7 Masukkan irisan paprika sebentar | 8 Angkat dan hidangkan"
Soup Cream keju jagung (eating clean),https://img-global.cpcdn.com/recipes/0a39ce11ecc10a33/240x340cq50/soup-cream-keju-jagung-eating-clean-foto-resep-utama.webp,1 buah jagung (pipil); 1 potong ayam organik sudah matang suir2; 500 ml susu almond; 50 gr keju halloumi parut; secukupny bawang daun seledri; 4 siung bawang putih cacah halus; 1 buah telur ayam organik kocok; 1 sdt/secukupnya seasalt/volcano salt; sejumput lada bubuk; sejumput ketumbar bubuk; 2 sdm minyak kelapa (coconut oil); 1 sdm kaldu ayam cair (me bone broth 1 kotak es); 1 sdt ghee (boleh skip hanya biar wangi); 4 sdm tepung cassava (tepung singkong),"1 Tuang minyak, tumis bawang putih, garam, bubuk lada, bubuk ketumbar sampai menguning | 2 Masukkan ayam suir dan jagung aduk2 sebentar | 3 Masukkan susu cair, parutan keju, bawang daun seledri. Aduk2 sampai meletup letup | 4 Masukkan kocokan telur aduk rata | 5 Masukkan tepung sedikit demi sedikit aduk cepat | 6 Terakhir masukkan kaldu ayam dan ghee aduk2 sampai tercampur semua | 7 Soup cream sudah mulai mengental. Icip2 rasa jika kurang asin atau ingin di tambah gula selera masing2 | 8 Sajikan selagi hangat. Nyaaammm selamat makan 😍😘"
Bubur ayam oat (eat clean),https://img-global.cpcdn.com/recipes/a03bbbc8223d7c53/240x340cq50/bubur-ayam-oat-eat-clean-foto-resep-utama.webp,"1 slice dada ayam (dipotong kecil2, marinasi dg sea salt); 2 buah wortel organik (diparut/serut); 1 telur low cholesterol; sea salt; lada putih; bawang goreng & daun bawang; 2 sdm oatmeal; 2 gelas belimbing air","1 Rebus potongan ayam sampai mengeluarkan kaldu | 2 Masukkan parutan wortel, rebus sampai wortel lunak | 3 Jika air dirasa kurang, boleh tambahkan sedikit krn kita akan memasukkan telur | 4 Jika wortel sudah lunak masukkan seasalt & lada secukpnya, aduk, masukkan 2 sdm oatmeal. masak kurleb 3 menit | 5 Masukkan telur di tengah, diamkan beberapa saat. kemudian aduk melingkar (krn saya cuma pingin bagian putihnya saja yg hancur, untuk kuningnya masak setengah matang) | 6 Matikan api, angkat. sajikan dg bawang goreng"
Abon Tempe Daun Jeruk,https://img-global.cpcdn.com/recipes/39bc3512d928fd44/240x340cq50/abon-tempe-daun-jeruk-foto-resep-utama.webp,"2 papan tempe (550gr); 4 lembar daun jeruk (iris halus); 3 lembar daun salam; 1 bungkus santan instan; 2 sdm garam; 1/2 sdt penyedap rasa; 1 sdt kunyit bubuk; 2 sdm gula pasir Rose Brand; Bumbu halus:; 10 siung bawang merah; 5 siung bawang putih; 1 ruas jahe; 1 ruas lengkuas muda; 1 batang sereh (ambil bagian putihnya, iris-iris); 150 ml minyak goreng Rose Brand","1 Siapkan bahan, parut tempe menggunakan parutan keju. [Gambar: https://img-global.cpcdn.com/steps/83c6dc434fb0d850/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/a29c90f151c4c687/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/76039c76f1000235/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-1-foto.jpg] | 2 Haluskan bumbu menggunakan chopper dengan diberi minyak goreng Rose Brand. [Gambar: https://img-global.cpcdn.com/steps/856bed1c939f8e01/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/32226a8d2f35222d/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-2-foto.jpg] | 3 Tumis bumbu halus sampai harum lalu tambahkan santan instan,gula pasir Rose Brand, garam, penyedap, kunyit bubuk,aduk rata. [Gambar: https://img-global.cpcdn.com/steps/1267b0e804a3510c/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/a925b8853920cc0a/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/b627a7d7e9f5cb39/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-3-foto.jpg] | 4 Masukkan daun salam dan daun jeruk, aduk sampai layu, kemudian masukkan tempe. [Gambar: https://img-global.cpcdn.com/steps/149ffa919fc4d252/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/b08e9d65eb0f0faa/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/a8ae0f21aa6640cf/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-4-foto.jpg] | 5 Masak sambil terus diaduk dengan api kecil, aduk terus sampai terasa ringan dan tingkat kering yang diinginkan. [Gambar: https://img-global.cpcdn.com/steps/bb167c611fc18a65/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/acd545844ef5387d/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/494e7f57b5df4ab9/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-5-foto.jpg] | 6 Setelah dirasa cukup kering matikan api, tunggu abon tempe hilang uap panasnya,lalu masukkan kedalam wadah tertutup. [Gambar: //global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png, https://img-global.cpcdn.com/steps/9ae4a7653dbda779/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-6-foto.jpg, https://img-global.cpcdn.com/steps/911b644a895cf1c1/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-6-foto.jpg, https://img-global.cpcdn.com/steps/ba291f63d6a7ab5a/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-6-foto.jpg] | 7 Sajikan dengan nasi hangat. [Gambar: https://img-global.cpcdn.com/steps/6556050004042b9a/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-7-foto.jpg, https://img-global.cpcdn.com/steps/d9de02c400af365a/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-7-foto.jpg, //global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png, https://img-global.cpcdn.com/steps/427c6190686f135c/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-7-foto.jpg] | 8 Sedepp dengan daun jeruk. [Gambar: https://img-global.cpcdn.com/steps/39fd5dfa4b19c839/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-8-foto.jpg, //global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png, https://img-global.cpcdn.com/steps/f2f8df5638faf2ef/160x128cq70/abon-tempe-daun-jeruk-langkah-memasak-8-foto.jpg]"
Brokoli Udang (Eat Clean Series),https://img-global.cpcdn.com/recipes/8e45bbe783494fcc/240x340cq50/brokoli-udang-eat-clean-series-foto-resep-utama.webp,"1/4 kg udang kupas; 200 gr brokoli; 1/2 buah bawang bombay; 1 siung bawang putih; 1/2 buah jeruk nipis untuk menghilangkan bau amis pada udang; 1 sdm minyak zaitun; secukupnya garam, lada, kaldu jamur dan kecap","1 Siap kan bahan bahan. Kucuri udang dengan jeruk nipis untuk menghilangkan bau amis. Potong2 brokoli, bawang bombay dan bawang putih sesuai selera [Gambar: https://img-global.cpcdn.com/steps/e195b60da8881a70/160x128cq70/brokoli-udang-eat-clean-series-langkah-memasak-1-foto.jpg] | 2 Masak udang pada wajan dengan minyak zaitun, sampai bewarna kecokelatan. Kemudian tiriskan [Gambar: https://img-global.cpcdn.com/steps/fc86992a214ee8dd/160x128cq70/brokoli-udang-eat-clean-series-langkah-memasak-2-foto.jpg] | 3 Beri sedikit minyak zaitun lagi untuk menumis bawang bombay, beri sedikit garam, tumis hingga tercium aroma nya [Gambar: https://img-global.cpcdn.com/steps/255698cfbea19644/160x128cq70/brokoli-udang-eat-clean-series-langkah-memasak-3-foto.jpg] | 4 Kemudian masukkan brokoli, lada, kaldu jamur dan kecap kemudian aduk hingga rata [Gambar: https://img-global.cpcdn.com/steps/eb37802e8a5e43bb/160x128cq70/brokoli-udang-eat-clean-series-langkah-memasak-4-foto.jpg] | 5 Setelah rata, masukkan udang yang telah ditiriskan tadi. Aduk kembali hingga bercampur semua bahan [Gambar: https://img-global.cpcdn.com/steps/2ec57560114d139c/160x128cq70/brokoli-udang-eat-clean-series-langkah-memasak-5-foto.jpg] | 6 Hidangkan selagi hangat dengan nasi merah. [Gambar: https://img-global.cpcdn.com/steps/5a7b5801ceba7fac/160x128cq70/brokoli-udang-eat-clean-series-langkah-memasak-6-foto.jpg]"
Ayam sambal matah (clean food day 1),https://img-global.cpcdn.com/recipes/1c9a21865d88652f/240x340cq50/ayam-sambal-matah-clean-food-day-1-foto-resep-utama.webp,"1/2 ekor ayam kampung kecil (saya ambil bagian dada; 1 bonggol pokcoy; 3 buah ubi jepang (sengaja ambil yg warna putih karena karbonya lebih tinggi dari warna yang lain, cocok untuk berbuka puasa); 2 siung bawang merah; 1 ruas sereh; 5 lembar daun jeruk; 2 buah cabe rawit; Secukupnya jeruk nipis; secukupnya Garam (diet garam, kasih garam seuprit aja); Secukupnya minyak goreng (saya pakai extra virgin olive oil untuk diet rendah kalori); Secukupnya gula (diet gula pakai yg gula jagung)","1 Bersihkan ayam kemudian kukus dengan 2 lembar dauh jeruk Angkat dan serut menggunakan garpu | 2 Kupas ubi, potong2 kemudian kukus | 3 Potong bonggol pokcoy, ambil daunnya kemudian kukus | 4 Untuk sambalnya potong sereh, daun jeruk, cabai, dan bawang merah | 5 Tambahkan jeruk nipis, garam dan gula secukupnya ke potongan bawang merah, | 6 Siram dg evoo, aduk sampai tercampur | 7 Tata dipiring dengan ubi dan potongan buah (saya pakai buah naga) | 8 Siram pokcoy dan ayam dg sambal matah | 9 Ayam sambal matah diet rendah kalori siap dinikmati"
Sushi (Simple Clean Eating) (Ide Bekal),https://img-global.cpcdn.com/recipes/2cee4160759f69bd/240x340cq50/sushi-simple-clean-eating-ide-bekal-foto-resep-utama.webp,"3 centong nasi merah (sy nasi putih baru matang); Bahan Mirin :; 150 ml air; 4 sdm perasan jeruk nipis; 4 sdm peres gula pasir; Secukupnya garam; Bahan Furikake :; 100 gr teri medan; 50 gr wijen hitam; 50 gr wijen putih; Secukupnya gula dan garam; 7 lembar nori ukuran kecil; Bahan isian :; Secukupnya wortel, iris memanjang, rebus (setengah matang spy msh kriuk); Secukupnya timun, iris memanjang; Secukupnya crab stick, rebus, iris memanjang menjadi 2 bagian; Secukupnya sosis,rebus, iris memanjang menjadi 4 bagian; Secukupnya telur orak-arik; Secukupnya nori lembaran utk shusi; Saus Cocolan :; Saus Bangkok; Kecap Asin Kikoman","1 Siapkan bahan2 isian yg sudah diiris memanjang dan direbus [Gambar: https://img-global.cpcdn.com/steps/d4eab38e37c3b8bd/160x128cq70/sushi-simple-clean-eating-ide-bekal-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/473be4b006508f52/160x128cq70/sushi-simple-clean-eating-ide-bekal-langkah-memasak-1-foto.jpg] | 2 Cara membuat Mirin : campur air, perasan jeruk nipis dan gula, didihkan sambil aduk2. Kalau sudah mendidih angkat launtambahkan garam secukupnya sesuai selera. Mirip sudah siap dipakai. | 3 Cara membuat Furikake : 1. Sangrai teri medan sampai matang, jgn sampai gosong. 2. Sangrai wijen hitam dan putih. 3. Haluskan roasted seawed, wijen2, teri medan, gula dan garam menggunakan blender/food processor. Furikake siap dipakai. | 4 Ambil 3 centong nasi putih hangat baru matang (spy msh pulen), 1 sdt mirin dan 1 sdm Furikake. Aduk rata sambil di penyet2. Koreksi rasa. Kalau suka nasi lebih berasa, tambah Furikakenya. [Gambar: https://img-global.cpcdn.com/steps/0f09c7ecd940788b/160x128cq70/sushi-simple-clean-eating-ide-bekal-langkah-memasak-4-foto.jpg] | 5 Tata nasi, lalu bahan isian diatas roasted seawed. Lalu gulung krn sy tdk punya alat penggulung sushi jadinya saya pakai kertas tebal dan kaku/ mika kaku jg bisa..Gulung sambil di tekan2 dipadatkan ya mommies. [Gambar: https://img-global.cpcdn.com/steps/983a59387007f2ed/160x128cq70/sushi-simple-clean-eating-ide-bekal-langkah-memasak-5-foto.jpg] | 6 Lalu potong sesuai selera, sebaiknya pakai pisau yg tajam supaya motongnya tdk berantakan. Lalu sajikan bersama kecap asin/saus bangkok (jika berkenan). [Gambar: https://img-global.cpcdn.com/steps/2048cb50efa2698c/160x128cq70/sushi-simple-clean-eating-ide-bekal-langkah-memasak-6-foto.jpg] | 7 Siap untuk bekal kerja suami dan bekal ade. 🥰🥰🥰 [Gambar: https://img-global.cpcdn.com/steps/3038684b3d6c68cf/160x128cq70/sushi-simple-clean-eating-ide-bekal-langkah-memasak-7-foto.jpg, https://img-global.cpcdn.com/steps/8cf7f1fc43c9ecd2/160x128cq70/sushi-simple-clean-eating-ide-bekal-langkah-memasak-7-foto.jpg]"
"Spicy Chicken Teriyaki Cocok [Eat Clean, Untuk Diet]",https://img-global.cpcdn.com/recipes/7e91ceb805fd0706/240x340cq50/spicy-chicken-teriyaki-cocok-eat-clean-untuk-diet-foto-resep-utama.webp,250 gr dada ayam filet; 1 bungkus saori saus teriyaki; 1 sdm bawang putih bubuk; 2 cabai merah; 2 cabai rawit; 4 bawang putih; 3 bawang merah; 1 sdm minyak; 200 ml air,"1 Potong dadu ayam dada fillet. Marinasi dengan 1 bungkus saori saus tiram dan 1 sdm bawang putih bubuk selama 20 menit [semalaman lebih bagus] dan disimpan dalam kulkas | 2 Panaskan teflon dengan 1 sdm minyak kemudian tumis cabai merah, cabai rawit, bawang putih, bawang merah sampai harum & layu [Gambar: https://img-global.cpcdn.com/steps/fb1ce2c4e4935deb/160x128cq70/spicy-chicken-teriyaki-cocok-eat-clean-untuk-diet-langkah-memasak-2-foto.jpg] | 3 Tambahkan 200ml air, kemudian masukkan ayam yang sudah dimarinasi, biarkan air sampai susut dan koreksi rasa."
Grilled Chicken and Avocado with White Egg (Eat Clean Idea),https://img-global.cpcdn.com/recipes/6702581b5c723557/240x340cq50/grilled-chicken-and-avocado-with-white-egg-eat-clean-idea-foto-resep-utama.webp,76 gram fillet dada ayam; 2-3 jeruk nipis; 1 sdt bawang putih tumbuk/ diparut; 1 alpukat; 2 telur; 1 sdm canola oil/light olive oil (option); Lada; Bawang bombay bubuk; Kaldu jamur totole,"1 Siapkan air perasan jeruk nipis dan rendam ayam sekitar 15-20 menit [Gambar: https://img-global.cpcdn.com/steps/62924ad64531f91e/160x128cq70/grilled-chicken-and-avocado-with-white-egg-eat-clean-idea-langkah-memasak-1-foto.jpg] | 2 Siapkan kaldu jamur totole,bubuk bawang bombay,lada dan bawang putih tumbuk. Lumuri 1sdt bawang putih tumbuk lalu campur dan mulai bumbui ayamnya secukupnya menggunakan lada,kaldu jamur, dan lada. Di campur campur dan dicubit cubit dengan tangan supaya merata. Setelah itu msukkan kedalam kulkas(ditutup rapat ya kotaknya) kira kira 20 menit udh cukup. Oh iya ini yg difoto ayamnya keliatan banyak krn ayamnya 175 gram, dibagi 2 buat lunch dan dinner. [Gambar: https://img-global.cpcdn.com/steps/a7731d3ed713c3dc/160x128cq70/grilled-chicken-and-avocado-with-white-egg-eat-clean-idea-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/b6f382ae111feceb/160x128cq70/grilled-chicken-and-avocado-with-white-egg-eat-clean-idea-langkah-memasak-2-foto.jpg] | 3 Rebus 2 telur selama 13 menit. Lalu belah 2 dan buang kuning telurnya. Lalu potong” putih telurnya. [Gambar: https://img-global.cpcdn.com/steps/b2909b9c7d491817/160x128cq70/grilled-chicken-and-avocado-with-white-egg-eat-clean-idea-langkah-memasak-3-foto.jpg] | 4 Ambil alpukat, cuci bersih dan belah 2. (Saya pke 55 gram aja, sisanya disimpan) lalu dipotong” dan ditata di piring. | 5 Keluarkan ayam dari kulkas (30 menit sblm digrilled) stelah itu grilled ayam selama kurng lebih 15 menit di atas non stick pan. Boleh digrilled menggunakan 1 sdm canola oil/olive oil, klo tanpa oil jg gpp. | 6 Around 214cal, 10,6g fat and 25g protein (Ini klo tanpa oil ya). Selamat dinikmatiii ☺️ [Gambar: https://img-global.cpcdn.com/steps/8e816fb40d1ddcf3/160x128cq70/grilled-chicken-and-avocado-with-white-egg-eat-clean-idea-langkah-memasak-6-foto.jpg]"
