Judul,URL,Bahan,Langkah
Jus Belimbing Sawi Hijau,https://cookpad.com/id/resep/15065048-jus-belimbing-sawi-hijau,8 buah belimbing; 1 ikat sawi hijau; 1 buah jeruk nipis,"1
    



Cuci bersih sawi hijau. Saya gunakan daunnya saja karena batangnya sering nyangkut di juicer. | 2
    



Cuci bersih belimbing dan potong kecil-kecil. Untuk jeruk nipis, kupas kulitnya. | 3
    



Masukkan bergantian ke dalam juicer. Saya dapat jus 800 ml. Mari menikmati jus enak ini."
Puding Strawberry Honey Bean (Diet Rendah Kalori Tinggi Serat),https://cookpad.com/id/resep/3717326-puding-strawberry-honey-bean-diet-rendah-kalori-tinggi-serat,1 bungkus agar2 swallow plain; 200 gr susu SKIM putih cair; 200 gr buah strawberry; 10 gr kacang tanah goreng (haluskan); 1 sachet madu rasa (opsional); 2 bungkus gula tropicana slim classic (opsional),"1
    



Campurkan buah strawberry dg susu skim cair serta gula jagung (haluskan dg diblender). | 2
    



Masukkan agar2 ke dalam panci, masukkan juga dengan hasil blenderan. | 3
    



Masak sampai mendidih dengan api kecil (sambil di aduk). Setelah itu, matikan api. Tunggu hingga uapnya menghilang. | 4
    



Cetak sesuai selera (di sini saya menggunakan cetakan bunga) tunggu hingga dingin. | 5
    



Untuk topping tabur kan madu dg kacang (di haluskan). Sajikan, puding siap di santap."
Broccoli Beef (low calorie),https://cookpad.com/id/resep/6607921-broccoli-beef-low-calorie,"50 g sirloin steak; 1,5 teaspoon soy sauce; 1 teaspoon cornstrach; 0,5 teaspoon black pepper; 100 g broccoli; 1 tablespoon canola/coconut oil; 1 clove garlic; 1 cm ginger","1
    



Combine the beef with the soy sauce, cornstarch and black pepper. Marinate for 10 minutes at room temperature. | 2
    



In a wok or large saute pan, add 1 cup of water and bring to a boil. Add the broccoli and cover to steam for 3 minutes. The broccoli should be bright green, crisp tender and you should be able to just pierce the stem with a fork. Drain. | 3
    



Discard the water in the wok and dry the pan well. Set the pan over high heat, swirl in the cooking oil. When the wok is hot, add the marinated beef, use your tongs to spread the beef out all over the surface of the wok in one layer. Let beef cook, undisturbed, for 2 minutes, until nicely browned. | 4
    



Flip the beef, again spread the beef out over the wok and brown the other side.
Push the beef aside and add in the garlic and ginger. Stir fry the garlic and ginger for 30 seconds. Then mix together with the beef. | 5
    



Pour in the Stir-fry Sauce and stir to combine. Simmer until the sauce is thick enough to coat the back of a spoon, about 15 seconds. Add the cooked broccoli back into the wok and toss to coat well."
Bakwan Jagung Enoki Low Fat,https://cookpad.com/id/resep/24424721-bakwan-jagung-enoki-low-fat,"1 cup jagung manis pipil; 1 bungkus jamur enoki; 4-5 ekor udang potong kecil-kecil (optional); 4-5 sdm tepung terigu (sesuai selera); 3 siung bawang putih, cincang; 1 butir telur; secukupnya garam; secukupnya lada; 1 lembar daun jeruk (optional, jika ada); secukupnya minyak goreng","1
    



Siapkan semua bahan, jagung pipil, udang & jamur enoki yang sudah dipotong kedalam wadah. | 2
    



Tambahkan telur, bawang putih cincang dan bumbui dengan garam-lada. Saya tidak pakai kaldu bubuk, bisa tambahkan jika suka. aduk rata, masukkan tepung terigu sedikit demi sedikit sampai konsistensi yang diinginkan. | 3
    



Panaskan pan, beri sedikit minyak, panfry bakwan hingga matang sempurna. Ini saya buat kecil kecil, bisa juga dibuat seperti jeon korea yang lebar, nanti jadinya 1 resep bisa jadi 2 buah."
Salad sayur alpukat ala fe,https://cookpad.com/id/resep/16204932-salad-sayur-alpukat-ala-fe,1 buah alpukat matang; 2 buah mentimun; 1 bonggol selada; 1 bonggol kol ungu; 4 buah tomat ceri; 1 buah jeruk lemon matang; 1 sdm madu,"1
    



Cuci bersih sayur dengan air matang dingin. Iris2 selada, tomat, kol ungu & timun. Potong2 alpukat lalu kupas. Tata sayuran yang sudah dipotong2 di piring saji. | 2
    



Pertama2 selada, lalu timun, tomat, kol ungu ditata. Tambahkan potongan alpukat diatasnya. Beri perasan jeruk lemon. Tuang madu. | 3
    



Aduk rata sebelum disantap. | 4
    



Sajikan dengan keju chedar parut lebih nikmat. Bisa juga disajikan dengan telur rebus jika suka."
Tim Gurami ala Restoran,https://cookpad.com/id/resep/9570522-tim-gurami-ala-restoran,"1 ekor gurami (saya potong2 fillet); 3 cm jahe, iris tipis; 1 sdt garam; 2 gelas air; Bahan saus; 2 sdm minyak untuk menumis; 2 siung bawang putih geprek; 3 sdm kecap asin; 1/2 sdm air jeruk nipis; 1 sdm minyak wijen; 1 buah lombok besar, rajang halus; 1 sdm gula","1
    



Didihkan air dalam dandang kukus, masukkan jahe. Dalam sebuah piring, olesi ikan dgn garam. Kukus hingga matang. Tiriskan. Sisakan 1 gelas air kukusan. | 2
    



Dalam sebuah wajan, panaskan minyak, tumis bawang putih dan lombok hingga harum. Tambahkan kecap asin, gula, perasan jeruk nipis dan segelas air kukusan. Biarkan mendidih. Kecilkan api, tambahkan sedikit minyak wijen. Tes rasa. Sajikan dengan nasi hangat."
*Bubur Jagung Mutiara*,https://cookpad.com/id/resep/16860881-bubur-jagung-mutiara,"1 1/2 bonggol jagung manis; 75 gr sagu mutiara; 750 ml air, untuk merebus; 2 lembar daun pandan; 3 1/2 sdm fiber creme (35 gr); 450 ml air; 4 saset gula diet/100 gr gula pasir; 1/4 sdt garam; Topping :; Keju parut secukupnya (options)","1
    



Siapkan bahan,
Didihkan air lalu masukkan sagu mutiara dan daun pandan, masak selama 5 menit | 2
    



Matikan api dan tutup panci biarkan ± 20 menit...setelah itu masak/mendidih 5 menit lagi, matikan api dan biarkan 20 menit (panci tertutup)...sambil menunggu 20 menit
pipil jagung | 3
    



Campur fiber creme dengan air matang, aduk hingga tercampur rata.
Setelah 20 menit, aduk sagu mutiara lalu masukkan jagung pipil dan larutan fiber creme, nyalakan api, aduk rata | 4
    



Masukkan gula dan garam, aduk rata dan masak hingga jagung lunak, sambil diaduk terus | 5
    



Setelah beberapa saat tes rasa dan tekstur jagung sudah matang atau belum, setelah matang angkat dan biarkan hangat atau dingin, tuang dalam wadah saji | 6
    



Taburi dengan keju parut dan bubur jagung mutiara pun siap untuk disajikan."
Samyang Shirataki (Mie Diet Rendah Kalori),https://cookpad.com/id/resep/12935036-samyang-shirataki-mie-diet-rendah-kalori,4 bh Mie shirataki kering; 100 gr ayam cincang; 2 sdm Saos tomat merah; 1 sdm saos sambal; 1 bh seledri; 1 bh daun bawang; 1 sdm saus tiram; 1 sdm kecap asin; Secukupnya kaldu jamur; Secukupnya garam; Secukupnya merica; 2 sdm olive oil untuk menumis; Bumbu halus; 3 siung bawang putih; 10 bh rawit merah,"1
    



Didihkan air, rebus shirataki kering kurang lebih 10mnt. Tiriskan | 2
    



Tumis bumbu halus dengan olive oil sampai harum, masukan ayam cincang, garam, merica, kaldu jamur. Masak sebentar sampai ayam matang. Lalu masukan shirataki, saus tiram, saus tomat, kecap asin, saus sambal. Test rasa, boleh tambahkan kecap manis jika suka. Kalau saya skip kecap manis. | 3
    



Masak sampai shirataki matang dan menyerap bumbu. Tambahkan potongan daun bawang & seledri. Sajikan"
Sandwich telur (Egg sandwich with Brown Bread),https://cookpad.com/id/resep/7252931-sandwich-telur-egg-sandwich-with-brown-bread,2 slice brown bread atau bisa pakai roti gandum atau roti biji2an lainnya; 1 butir telur; 1 pack kecil butter anchor; 1/4 slice bawang bombay; 2 lembar selada; 1 sendok makan mayones; 1 sendok teh saus tomat; 1 sendok teh atau secukupnya saus sriracha (atau saus sambal lainnya); Secukupnya keju (opsional),"1
    



Siapkan alat dan bahan | 2
    



Tumis bawang bombay dan goreng telur dengan sedikit butter. Gunakan teflon supaya tidak lengket. Setelah matang, sisihkan telur dan bawang bombay | 3
    



Panggang roti yg telah dioles sisa butter sampai crispy | 4
    



Kecilkan api, oles mayones dan saus ke dua lembar roti. | 5
    



Susun selada, bawang bombay, telur, dan keju diatasnya | 6
    



Angkat dari teflon. Bungkus dengan plastik wrap. | 7
    



Jika terlalu besar bisa dibagi dua dan siap di konsumsi dimana saja😄😄"
Nasi Goreng Putih,https://cookpad.com/id/resep/6085918-nasi-goreng-putih,4 piring nasi; 5 siung bawang putih; 11 siung bawang merah; 5 buah cabe merah keriting; 25 buah cabe rawit (sesuai selera/boleh di skip); 2 sdm magarin; 1 sdt merica bubuk (sesuai selera/boleh di skip); 1 bungkus royco rasa sapi; 2 sdt garam halus; 1 buah tomat merah,"1
    



Iris halus bawang merah, bawang putih, cabe merah dan cabe rawit. | 2
    



Siapkan nasi, ratakan nasi. Jangan ada nasi yang mengumpal, biar waktu pengorengan, nasi mudah di aduk dengan bumbu. | 3
    



Siapkan mentega. Lakukan pengorengan di teflon anti lengket ya bun. | 4
    



Tumis bawang merah dan bawang putih sampai harum, masukkan cabe merah dan cabe rawit. | 5
    



Masak sampai semuanya layu. Setelah layu, masukkan nasi, sedikit demi sedikit, aduk, masukkan lagi sampai habis, biar gampang di aduk2 sampai semua bumbu tercampur rata. | 6
    



Setelah tercampur, masukkan garam, royco dan merica bubuk, aduk2 dan koreksi rasa. Setelah semuanya tercampur rata. Angkat dan tiriskan. Selamat menikmati."
Chicken Soup with Egg,https://cookpad.com/id/resep/12926862-chicken-soup-with-egg,100 gr dada ayam potong dadu; 200 gr tomat; 2 butir telor ayam; 55 gr daun bawang; 700 ml air; Kaldu jamur; Bawang putih bubuk; Lada; Himsalt/garam biasa; Gula; Maizena,"1
    



Rebus dada ayam hingga matang. Sambil menunggu iris tomat dan daun bawang | 2
    



Tumis tomat dan daun bawang. Tunggu sampai tomat mengelyarkan sedikit air | 3
    



Jika ayam sudah matang masukan ke dalam panci dan tambahkan 700ml air. Dan beri bawang putih bubuk secukupnya. Tunggu sampai mendidih. | 4
    



Jika sudah mendidih tambahkan kaldu jamur, gula, garam, dan merica. Larutkan maizenda di dalam gelas. Kemudian masukan ke dalam panci dan di aduk. | 5
    



Siapkan telor yang sudah dikocok lepas. Kemudian masukan ke dalam panci lalu aduk. Dan sup siap disajikan"
Urap Daun Pakis,https://cookpad.com/id/resep/17089998-urap-daun-pakis,2 ikat daun pakis; 1/4 kelapa parut; Secukupnya bawang goreng; Bumbu halus utk Urap :; 2 siung bawang putih; 2 buah cabe rawit; 2 buah cabai kriting; 3 cm kencur; Sedikit gula merah (3cm); 1 sdt garam; Sedikit pitsin,"1
    



Petiki daun pakis, cuci bersih, kemudian rebus sebentar beri sejumput garam, angkat tiriskan. | 2
    



Siapkan bumbu halus, uleg smua bumbu halus,ingat cicipi koreksi rasa.. 
Kemudian campurkan debgan kelapa parut.. Aduk hingga rata. | 3
    



Kemudian kukus kelapa parut yg sudah dibumbui -+10 menit saja. | 4
    



Cara menyajikan.. 😍
Urap daun pakis dengan bumbu kelapa parut, taburi bawang goreng. 😍"
Kabocha vla keju untuk diabetes,https://cookpad.com/id/resep/12807972-kabocha-vla-keju-untuk-diabetes,"Sepotong kabocha, kupas,potong kecil2, kukus; 2 sdm fibre creme; Sejumput stevia; 1 sendok teh keju rendah lemak parut; 1 sendok teh maizena larutkan dg sedikit air; 50 ml air hangat(kurang lebih)","1
    



Sambil menunggu kabocha matang dikukus, larutkan fibre creme dengan air hangat,tambahkan stevia sedikit. | 2
    



Didihkan larutan, masukkan keju..lalu tambahkan larutan maizena, aduk sampai meletup. Sajikan dengan kabocha kukusnya."
Salad Buah Anti Gagal Super Gampang Rendah Kalori Tetap Enak,https://cookpad.com/id/resep/12791887-salad-buah-anti-gagal-super-gampang-rendah-kalori-tetap-enak,"1 buah nanas madu; 1 buah pir; 15 butir anggur; 2 sdm mayones; 1/8 blok keju cheddar, parut; Secukupnya chia seed; Sejumput garam himalaya","1
    



Potong buah sesuai selera | 2
    



Satukan buahnya, biar bahagia | 3
    



Tambahkan mayones, taburi dengan keju parut, chia seed dan garam himalaya | 4
    



Dah, gitu aja. Selamat mencoba😊"
Proteina Tumis Kering,https://cookpad.com/id/resep/15901148-proteina-tumis-kering,"50 gram Proteina (atau secukupnya); Kecap manis; Kecap asin; Kaldu bubuk (bisa kaldu jamur, sapi, bebas); Garam; Gula pasir; Ketumbar bubuk; Lada bubuk; Bawang putih bubuk; Minyak goreng","1
    



Rendam proteina sesuai instruksi di kemasan (15-30 menit). Cuci dan remas-remas 2-3 kali sampai aromanya hilang. Tiriskan. | 2
    



Suwir-suwir Proteina, lalu marinasi dengan semua bumbu di atas, diamkan 15-30 menit. | 3
    



Panaskan wajan antilengket, spray permukaannya dengan sedikit minyak (atau tuangkan minyak goreng 1 sendok teh saja). | 4
    



Masukkan Proteina, tumis sambil sesekali dibolak-balik. Masak hingga kering. Angkat dan sajikan."
Hadrah - sop kacang hijau #menusehatanak,https://cookpad.com/id/resep/5397719-hadrah-sop-kacang-hijau-menusehatanak,"125 gram kacang hijau; 3 wortel; 5 buncis; 1 kentang besar; seledri secukup nya; secukup nya air; secukup nya royko sapi; ● bumbu halus :; 1 sdt merica; 1/2 sdm garam; secukup nya pala; secukup nya jahe; 2 bawang putih; ● bumbu iris :; 3 bawang merah; 2 bawang putih; 1 tomat, belah 4 bagian","1
    



Rendam kacang hijau dulu dgan air, kalo saya karena masak nya pagi terburu2 kerja smua akhir nya kacang hijau nya saya rendam dulu semalem, pas mau tidur di rendam | 2
    



Keesokan hari nya, rebus kacang hijau td hingga kacang hijau pecah | 3
    



Sambil kita menunggu mari kita ulek bumbu halus | 4
    



Iris wortel, kentang dan buncis, cuci bersih | 5
    



Stelah kacang hijau pecah, masukan kentang, wortel dan buncis | 6
    



Stelah agak lunak, masukan smua bumbu iris nya, aduk test rasa | 7
    



Masukan sledri iris, lalu royko, test rasa kembali | 8
    



Hadrah siap di sajikan sebagai menu sehat anak 😋😋 jangan salah, meski make mrica tp ini gak pedes loh 😋 di makan bareng tempe goreng sudah pasti anak suka dan tentu nya mengandung gizi yg baik 😃 | 9
    



Sup kacang hijau #menusehatanak"
Low calorie Mashed Potato,https://cookpad.com/id/resep/11687032-low-calorie-mashed-potato,1 buah kentang; 1 sendok makan fiber creme (larutkan dengan air panas); 1 parsley chopped halus; 1 sdt garam; 1/4 sdt unsalted butter; Air; 1 block keju parut (parut secukupnya sesuai selera),"1
    



Cuci dan kupas kentang dan rendam dalam air garam kira-kira 30 menit- 1 jam. | 2
    



Rebus hingga matang (bila dirasa sudah matang, tusuk bagian tengah kentang dgn garpu, coba angkat dengan garpu. Bila kentang tidak terangkat berarti sudah matang) | 3
    



Hancurkan kentang dengan garpu hingga halus | 4
    



Campur kentang dengan parutan keju dan parsley | 5
    



Panaskan teflon dengan butter dan masukkan fiber creme | 6
    



Masukkan campuran kentang ke atas teflon dan aduk selama 5 menit hingga semua cream meresap ke dalam kentang | 7
    



Angkat kentang, taburi parsley dan sajikan bersama dengan steak. Mashed potato ini tidak perlu garam krn rasa asin sudah ada dari rendaman air garam dan keju. | 8
    



Selamat menikmati"
Es Blewah,https://cookpad.com/id/resep/14907724-es-blewah,1/2 buah blewah; 3 sendok sayur sirup; 1 sdk sayur kolang kaling masak; 1/2 mangkuk nutrijel kelapa; 2 sdm gula tropicana slim classic; Air matang,"1
    



Siapkan semua bahan. (Maaf penampilan kolang kalingnya agak suram 😅 krn cm direbus sm daun pandan dan sedikit gula. Kalau pingin cantik glowing kolang kaling bisa cek resep berikut ya) 😊








Manisan Kolang-kaling 👉 15 | 2
    



Kerok nutrijel dan blewah. (Pembuatan jeli bisa sesuau resep pabrikan atau bisa cek resep berikut 😊)








Kelapa Muda KW | 3
    



Masukkan semua bahan ke dalam wadah | 4
    



Beri sirup dan air. Masukkan lemari es | 5
    



Siap dihidangkan 😊"
"Pepes Tahu rendah kalori, cocok untuk sahur dan diet",https://cookpad.com/id/resep/14857982-pepes-tahu-rendah-kalori-cocok-untuk-sahur-dan-diet,"5 buah tahu; Bumbu halus; 1 sdm ketumar; 3 siung bawang putih 2 siung bawang merah; sesuai selera Garam, gula dan kaldu jamur; 5 buah lombok rawit dan 2 lombok merah; 5 lembar daun salam, dan daun pisang untuk membungkus","1
    



Haluskan tahu dengan garpu, letakkan di tempat bersarang dan tiriskan airnya | 2
    



Haluskan bumbu | 3
    



Campurkan bumbu dengan tahu dalam wadah, tambahkan garam gula dan kaldu jamur sesuai selera | 4
    



Bungkus dengan daun pisang, letakkan daun salam di atas daun pisang lalu tindih dengan tahu, bungkus dan kukus selama 20menit | 5
    



Tahu siap di hidangkan.... makan saat dingin dengan nasi hangat🤗"
"Anabolic Giant Chocolate Chip Cookies|High Protein, Low Calorie",https://cookpad.com/id/resep/24144083-anabolic-giant-chocolate-chip-cookieshigh-protein-low-calorie,"Bahan Kering; 180 gram tepung terigu; 30 gram tepung almond atau tepung oats; 90 gram susu whey protein rasa plain (me : Puro); 90 gram susu whey casein (me : Muscle First Banana); 1 1/2 sdt baking soda; Bahan Basah; 150 gram Pumpkin Puree


Pumpkin Puree for Baking; 150 gram Yogurt Low Fat (me : Biokul Set); 180 gram Erythritol; 2 sdt vanilla essence; Bahan Topping; 60 gram mini chocolate chip; 30 gram chocolate chip reguler untuk bagian atasnya","1
    



Seperti ini cookiesnya. Ukurannya besar banget dan rasanya chewy. Besarnya sama dengan yang dijual di toko-toko kue. Cookiesnya juga tebal, jadi diet tetap bisa makan chocolate chip cookies yang memuaskan. | 2
    



Pertama karena di sini kita menggunakan tepung terigu, ayak dahulu terigu agar tidak menggumpal. Lalu tambahkan semua bahan kering lainnya dan aduk merata. | 3
    



Selanjutnya di wadah lain, campurkan pumpkin puree, yogurt, dan vanilla. Aduk hingga merata dan masukkan erythritol lalu aduk lagi. Selanjutnya masukkan bahan kering, lalu aduk lipat dengan spatula karet. Masukkan jadi 3 bagian ya, agar tidak menggumpal. Aduknya jangan terlalu lama karena ini terigu asli ada kandungan gluten nya. | 4
    



Setelah hampir rata, masukkan mini chocolate chips dan aduk balik lagi hingga rata. Timbang total adonan dan cling wrap. Lalu masukkan chiller semalaman. | 5
    



Setelah semalaman adonan akan lebih padat dan bisa dibentuk. Bagi menjadi 9 bagian lalu bentuk jadi bola-bola. | 6
    



Selanjutnya ini opsional tapi ketika dipipihkan bisa pakai loyang roti burger 10cm agar rata. Taburkan chocolate chip ukuran reguler lagi di atasnya. Setelah semua terbentuk, masukkan freezer lagi sebentar. 
Lalu nyalakan oven pada suhu 180°C untuk pre-heat selama 10 menit. | 7
    



Setelah oven panas, panggang cookies selama 20 menit. Lalu keluarkan dan tunggu dingin. Cookies pasti akan menempel ya karena ukurannya besar. Jadi wajar. Setelah dingin, potong cookiesnya pakai pisau dan pisahkan. | 8
    



Cookies raksasa yang tinggi protein dan lezat siap disajikan."
Roti Maryam,https://cookpad.com/id/resep/4409415-roti-maryam,290 gram terigu; 200 ml air hangat; 1/2 sendok teh gula; 1/2 sendok teh garam; 1-2 sendok makan susu kental manis; secukupnya minyak goreng,"1
    



Campur gula, garam dan susu kental manis dalam air hangat, aduk hingga rata, sisihkan | 2
    



Adon terigu dengan cairan hingga kalis, bagi-bagi buat bulatan lapisi dan celup dengan minyak goreng setiap bulatan, simpan tertutup dalam kulkas hingga keesokan harinya, pipihkan seperti tukang martabak telur, gulung, buat bulatan seperti obat nyamuk bakar, pipihkan, tambahkan sedikit minyak, panggang atau goreng tanpa minyak hingga keemasan, setelah diangkat tepuk smash hingga renyah sedikit pecah😋selamat menikmatiiiiih"
Crispy Bubble Chicken Burger,https://cookpad.com/id/resep/17265496-crispy-bubble-chicken-burger,"1 Dada Ayam Susu Pitik; 2 siung bawang putih ulek; 1/4 sdt garam; 1/8 sdt merica; 1 sdm putih telur; 60 gram bubble crumbs; Minyak utk menggoreng; 4 lembar selada; 1 buah timun, diiiris; 1 buah tomat diiris; 1 lembar smoked beef; 1 lembar keju slice","1
    



Siapkan bahan. | 2
    



Potong dada Ayam Susu Pitik menjadi 2 bagian. Lalu belah melebar tiap bagiannya, cetak bulat dengan cookie cutter. | 3
    



Baluri dengan putih telur, oles dengan bawang putih ulek, taburi garam dan merica lalu baluri dengan bubble crumbs. Biarkan sampai set di freezer selama 30 menit. | 4
    



Goreng ayam sampai matang. Tiriskan. 
Grill sebentar smoked beef. 
Tata ayam, sayuran, keju, smoked beef dan tutup dengan ayam, sajikan."
(1.27) Kue Lumpur Naga,https://cookpad.com/id/resep/14146802-127-kue-lumpur-naga,"100 gr daging buah naga merah; 90 gr gula pasir (resep asli 100 gr); 150 gr tepung beras (resep asli 200gr); 50 gr tepung maizena (resep asli tidak pakai); 300 ml santan (65 ml santan instant + air); 50 ml minyak; Sejumput garam; 1/2 sdt vanilla bubuk (optional, resep asli tidak pakai); Topping:; Secukupnya kismis / keju parut, sesuaikan selera","1
    



Lumatkan daging buah naga | 2
    



Masukkan gula, aduk rata hingga gula larut, sisihkan | 3
    



Masukkan bahan lainnya, aduk rata, saring.. (optional, resep asli tidak disaring) | 4
    



Panaskan cetakan kue lumpur, olesi tipis dg margarine/minyak | 5
    



Tuang 3/4 penuh cetakan, tutup, masak dg api kecil hingga 1/2 matang | 6
    



Taburi topping, tutup kembali dan masak hingga matang (bagian tengah set/tidak cair).. ‐>NOTE: jangan overcook karena warna kue akan berubah dan tekstur menjadi keras | 7
    



Sajikan"
Es krim rendah kalori,https://cookpad.com/id/resep/185759-es-krim-rendah-kalori,Bahan A; 2 sendok makan Tepung maizena; 700 ml Air matang; Bahan B; 1 kaleng Susu kental manis coklat; 1 sendok makan Emulsifier; 2 bungkus Milo sachet/perasa lainnya,"1
    



Siapkan bahan-bahan. Untuk rasa coklat, gunakan SKM coklat agar rasanya lebih nikmat. Untuk rasa lain, digunakan SKM putih. | 2
    



Campur bahan A dan masak hingga kental, muncul letupan kecil dan berwarna sedikit bening, sisihkan, biarkan dingin | 3
    



Setelah bahan A dingin, masukkan bahan A ke dalam wadah berisi bahan B.
Emulsifier bisa pakai SP?TBM/SPONGE28 | 4
    



Dimikser dengan kecepatan tinggi sampai mengental (kira-kira 15 menit), lalu simpan di freezer 30-60 menit. | 5
    



Mikser kembali adonan sampai mengembang hampir 2x lipat (15menit/lebih juga boleh), masukkan milo/perasa lainnya, mikser sebentar hingga rata. Matikan mikser | 6
    



Tuang adonan es krim ke cup-cup kecil. Didinginkan semalaman.
Kalori per cup sekitar 60 kal. Tak usah takut makan es krim walaupun sedang diet :D"
"Keto Low Calorie Vanilla Strawberry Roll Cake|High Protein, Low Calorie, Sugar Free, Gluten Free",https://cookpad.com/id/resep/17091993-keto-low-calorie-vanilla-strawberry-roll-cakehigh-protein-low-calorie-sugar-free-gluten-free,"4 butir telur utuh; 220 gram putih telur; 1 sdm sp; 50 gram butter (me : Holman); 70 gram Erythritol; 50 gram mentega cair; 1 sdm essence rum bakar/vanilla; 3 bungkus nutrijell plain; 4-5 sdm selai strawberry homemade (buah strawberry, erythritol, chia seed, vitamin C/lemon)


Keto Chia Seed Strawberry Jam Sugar & Gluten Free #Ketopad; 3-4 tetes pewarna kuning muda (KoepoeKoepoe : Tartrazin yang aman digunakan)","1
    



Ini dia tampilan bolunya... Cantik bukan? Saya pakai selai strawberry yang sama dengan versi cokelat kemaren ya, jadinya buahnya tidak terlalu hancur dan masih bertekstur. Bolunya sendiri juga udah enak dan tebal. Rahasia nya adalah pada teknik mixernya. | 2
    



Pertama saring nutrijell plain untuk buang gulanya. Dari 3 bungkus nutrijell saya dapat 2.7 gram gula pasir yang bisa dibuang. | 3
    



Siapkan butter dan lelehkan di microwave selama 20-30 detik. | 4
    



Selanjutnya ke wadah besar, masukkan putih telur, telur utuh, sp, dan essence rum. Siapkan juga erythritol di wadah terpisah. Lalu mixer adonan telur mulai dari kecepatan rendah selama 2 menit. Lalu tingkatkan kecepatan mixer dan masukkan erythritol sedikit demi sedikit seperti membuat meringue untuk chiffon. Inilah yang akan membuat bolu nya bagus. | 5
    



Lanjutkan mixer sampai 8-10 menit hingga adonan mengental dan mengembang tinggi seperti di gambar berikut. Jadi total waktu mixernya 12 menit ya untuk hasil maksimal. Kunci nya harus mixer sampai stabil agar bolu nya tinggi. | 6
    



Adonan akan mencapai stiff peak ketika mixer di angkat dan adonan tersangkut di mixer. Selanjutnya masukkan butter yang sudah dilelehkan dan mixer lagi dengan kecepatan rendah sampai tercampur rata. Lalu masukkan nutrijell plain dan mixer lagi sambil diaduk dengan spatula karet sampai merata.
Tuangkan adonan ke loyang bolu gulung 24cm yang sudah dialasi kertas anti lengket. Sambil meratakan, nyalakan oven pada suhu 180°C untuk pre-heat api atas dan bawah. | 7
    



Panggang di suhu yang sama selama 30 menit. Setelah matang dapat dilihat kuenya mumbul dan tinggi. | 8
    



Keluarkan kue dari loyang dan lepaskan kertas. Balikkan kue secara perlahan dan posisikan di atas kertas baking yang baru dilepaskan. Kalau bolu masih gembung, tekan-tekan sedikit sampai agak mengempis, karena kalau digulung saat dia masih berisi udara bisa sobek. | 9
    



Menggunakan kertas baking, gulung bolu secara perlahan. Biarkan hingga dingin. Selanjutnya oleskan 4-5 sdm selai strawberry homemade (resep tertera) dan ratakan ke seluruh permukaan bolu. | 10
    



Gulung bolu dan simpan dalam kulkas hingga mengeras selama 4-5 jam atau seharian. Tips agar bentuk bolu nya cakep dan bagus, selama proses pendinginan menyimpan nya dalam posisi tiduran seperti gambar pertama ya. Jadi ketika dingin, bolunya bisa tegak dan tidak gepeng ke bawah.
Di gambar kedua, bisa dilihat bolunya setelah dingin. Boleh diberdirikan lagi dan disimpan dalam keadaan berdiri setelah bolunya set. | 11
    



Potong bolu sesuai selera dan bolu gulung keto rendah kalori siap disajikan. Seperti di kolom deskripsi, kali ini saya potong jadi 10 ya. | 12
    



Https://go.cookpad.cc/TipsSADARI
Pewarna kuning yang saya gunakan adalah merk KoepoeKoepoe ya. Kalau di lihat komposisi nya adalah Tartrazin yang masih aman untuk digunakan kalau hanya 3-4 tetes."
